"subj_idx","congruency","AffValue","response","rt"
0,"Co","pos",1,0.475737600001594
0,"Co","pos",1,0.566033900002367
0,"Co","pos",1,0.603402500000811
0,"Co","pos",1,0.647397699998692
0,"Co","pos",1,0.551130100000591
0,"Co","pos",1,0.765364999999292
0,"Co","pos",1,0.495846199999505
0,"Co","pos",1,0.653016899999784
0,"Co","pos",1,0.471972200000891
0,"Co","pos",1,0.561851299997215
0,"Co","pos",1,0.555736300000717
0,"Co","pos",1,0.375297599999612
0,"Co","pos",1,0.690434000000096
0,"Co","pos",1,0.54232779999802
0,"Co","pos",1,0.73048320000089
0,"Co","pos",0,0.418901299999561
0,"Co","pos",1,0.646932599996944
0,"Co","pos",1,0.593265899999096
0,"Co","pos",1,0.596506000001682
0,"Co","pos",1,0.66049429999839
0,"Co","pos",1,0.657754399999249
0,"Co","pos",1,0.576273999999103
0,"Co","pos",1,0.430176199999551
0,"Co","pos",1,0.590710799999215
0,"Co","pos",1,0.787802200000442
0,"Co","pos",1,0.592792000003101
0,"Co","pos",1,0.604585600001883
0,"Co","pos",1,0.54269099999874
0,"Co","pos",1,0.547548300000926
0,"Co","pos",1,0.579476500002784
0,"Co","pos",1,0.497808900003292
0,"Co","pos",1,0.773358300000837
0,"Co","pos",1,0.816210700002557
0,"Co","pos",1,0.712701899999956
0,"Co","pos",1,0.454086700003245
0,"Co","pos",1,0.691668300001766
0,"Co","pos",1,0.598692999999912
0,"Co","pos",1,0.642406399998436
0,"Co","pos",1,0.49641320000228
0,"Co","pos",1,0.545726899999863
0,"Co","pos",1,0.459807399998681
0,"Co","pos",1,0.572350200000074
0,"Co","pos",1,0.45593369999915
0,"Co","pos",1,0.494458600001963
0,"Co","pos",1,0.620409900002414
0,"Co","pos",1,0.549216300001717
0,"Co","pos",1,0.544168500000524
0,"Co","pos",1,0.545949600000313
0,"Co","pos",1,0.47747420000087
0,"Co","pos",1,0.488837500000955
0,"Co","pos",1,0.839899699996749
0,"Co","pos",1,0.552421100001084
0,"Co","pos",0,0.447936000000482
0,"Co","pos",1,0.611817800003337
0,"Co","pos",1,0.521035300000221
0,"Co","pos",1,0.434893400000874
0,"Ic","neg",1,0.68602699999974
0,"Ic","neg",1,0.662969900000462
0,"Ic","pos",1,0.616147000000637
0,"Ic","pos",1,0.488297899999452
0,"Ic","neg",1,0.589798199998768
0,"Ic","neg",1,0.471093899999687
0,"Ic","pos",1,0.499256900002365
0,"Ic","pos",1,0.441833999997471
0,"Ic","neg",1,0.562200699998357
0,"Ic","neg",1,0.543364900000597
0,"Ic","neg",1,0.677702599998156
0,"Ic","neg",1,0.536669200002507
0,"Ic","pos",1,0.621233600002597
0,"Ic","pos",1,0.631968300000153
0,"Ic","pos",1,0.658066299998609
0,"Ic","pos",1,0.643212399998447
0,"Ic","pos",1,0.556736900001852
0,"Ic","pos",1,0.472039800002676
0,"Ic","pos",1,0.499229199998808
0,"Ic","pos",1,0.478020300000935
0,"Ic","pos",1,0.562265299999126
0,"Ic","pos",1,0.505425700001069
0,"Ic","pos",1,0.673819899999216
0,"Ic","pos",1,0.546280900001875
0,"Ic","pos",1,0.537956899999699
0,"Ic","pos",1,0.592908999999054
0,"Ic","pos",1,1.45643700000073
0,"Ic","pos",1,0.488693399998738
0,"Ic","pos",1,0.523271800000657
0,"Ic","pos",1,0.52922480000052
0,"Ic","pos",1,0.481102900001133
0,"Ic","pos",1,0.568863099997543
0,"Ic","pos",1,0.465407799998502
0,"Ic","pos",1,0.885073099998408
0,"Ic","pos",1,0.507704799998464
0,"Ic","pos",0,0.65053110000008
0,"Ic","pos",1,0.578610799999296
0,"Ic","pos",1,0.581657300001098
0,"Ic","neg",1,0.588707799997792
0,"Ic","neg",1,0.62228309999773
0,"Ic","neg",1,0.397638500002358
0,"Ic","neg",1,0.532353499998862
0,"Ic","neg",1,0.496959299998707
0,"Ic","neg",1,0.543972100000246
0,"Ic","pos",1,0.46918899999946
0,"Ic","pos",1,0.48370100000102
0,"Ic","pos",1,0.459921699999541
0,"Ic","pos",1,0.378701499997987
0,"Ic","pos",1,0.741034200000286
0,"Ic","pos",1,0.732257199997548
0,"Ic","neg",1,0.536138200001005
0,"Ic","neg",1,0.450997799998731
0,"Ic","neg",1,0.759185000002617
0,"Ic","neg",1,0.577118199998949
0,"Ic","neg",1,0.47383279999849
0,"Ic","neg",1,0.479407899998478
0,"Ic","neg",1,0.530733700001292
0,"Ic","neg",1,0.491540300001361
0,"Ic","neg",1,0.507517999998527
0,"Ic","neg",1,0.405825100002403
0,"Ic","neg",1,0.491003600000113
0,"Ic","neg",1,0.465114800001174
0,"Ic","neg",1,0.526940299998387
0,"Ic","neg",1,0.48847079999905
0,"Ic","neg",1,0.572903699998278
0,"Ic","neg",1,0.517011399999319
0,"Ic","neg",1,0.576507600002515
0,"Ic","neg",1,0.590176199999405
0,"Ic","pos",1,0.740561799997522
0,"Ic","pos",0,0.511629799999355
0,"Ic","pos",1,0.70318540000153
0,"Ic","pos",1,0.599055299997417
0,"Ic","neg",1,0.52529929999946
0,"Ic","neg",1,0.40344130000085
0,"Ic","neg",1,0.548034100000223
0,"Ic","neg",1,0.493094699999347
0,"Ic","neg",1,0.521137199997611
0,"Ic","neg",1,0.618995100001484
0,"Ic","neg",1,0.439227400001982
0,"Ic","neg",1,0.54910960000052
0,"Ic","neg",0,0.382461999997759
0,"Ic","neg",1,0.955052200002683
0,"Ic","pos",1,0.467818400000397
0,"Ic","pos",1,0.511321900001349
0,"Ic","pos",1,0.516857800001162
0,"Ic","neg",1,0.643365699997958
0,"Ic","neg",1,0.624729700000898
0,"Ic","neg",1,0.718951200000447
0,"Ic","neg",1,0.610617499998625
0,"Ic","neg",1,0.545454499999323
0,"Ic","neg",1,0.595363899999938
0,"Ic","neg",1,0.678573799999867
0,"Ic","neg",1,0.538813900002424
0,"Ic","neg",1,0.515529500000412
0,"Ic","neg",1,0.448739199997362
0,"Ic","neg",1,0.567648899999767
0,"Ic","neg",1,0.648820599999453
0,"Ic","neg",1,0.480025900000328
0,"Ic","neg",1,0.53380709999692
0,"Ic","neg",1,0.623445500001253
0,"Ic","neg",1,0.473076899997977
0,"Ic","neg",1,0.790477200000169
0,"Ic","neg",1,0.522518599998875
0,"Ic","neg",1,0.593592200002604
0,"Ic","pos",1,0.495497299998533
0,"Ic","pos",1,0.630104700001539
0,"Ic","pos",0,0.344254499999806
0,"Ic","pos",0,0.44139290000021
0,"Ic","pos",1,0.522525000000314
0,"Ic","neg",1,0.603502399997524
0,"Ic","neg",1,0.452882599998702
0,"Ic","neg",1,0.555295899997873
0,"Ic","neg",1,0.574022200002219
0,"Ic","pos",1,0.676879800001188
0,"Ic","pos",1,0.84526029999688
0,"Ic","pos",1,0.583582200000819
0,"Ic","pos",1,0.544166300001962
0,"Ic","pos",1,0.599831800001994
0,"Ic","pos",1,0.514102599998296
0,"Ic","pos",1,0.568991799998912
0,"Ic","pos",1,0.654415400000289
0,"Ic","pos",1,0.615730000001349
0,"Ic","pos",1,0.453128600001946
0,"Ic","neg",1,0.476351000001159
0,"Ic","neg",1,0.427598599999328
0,"Ic","neg",1,0.456474099999468
0,"Ic","pos",1,0.551776599997538
0,"Ic","pos",1,0.498114100002567
0,"Ic","pos",1,0.527614399998129
0,"Ic","pos",1,0.635859199999686
0,"Ic","pos",1,0.673084000001836
0,"Ic","pos",1,0.455245500001183
0,"Ic","pos",1,0.604941800000233
0,"Ic","pos",1,0.535856100003002
0,"Ic","pos",1,0.44422730000224
0,"Ic","pos",1,0.564355300000898
0,"Ic","pos",1,0.440676499998517
0,"Ic","pos",1,0.650232699998014
0,"Ic","pos",0,0.418142000002263
0,"Ic","pos",1,0.731360300000233
0,"Ic","pos",0,0.631954000000405
0,"Ic","pos",1,0.681888700000854
0,"Ic","pos",1,0.499375200000941
0,"Ic","pos",1,0.696782200000598
0,"Ic","pos",1,0.72687230000156
0,"Ic","neg",1,0.548827999999048
0,"Ic","neg",1,0.518020100000285
0,"Ic","neg",1,0.42420409999977
0,"Ic","neg",1,0.556325400000787
0,"Ic","neg",1,0.533489999997983
0,"Ic","neg",1,0.623241600002075
0,"Ic","neg",1,0.749444900000526
0,"Ic","pos",1,0.604735299999447
0,"Ic","neg",1,0.535511199999746
0,"Ic","neg",1,0.671521500000381
0,"Ic","neg",1,0.20970760000273
0,"Ic","neg",1,0.679246399999101
1,"Co","pos",1,0.625112800000352
1,"Co","pos",1,0.49270639999304
1,"Co","pos",1,0.672457799999393
1,"Co","pos",1,0.558709600009024
1,"Co","pos",1,0.482334700005595
1,"Co","pos",1,0.53567959999782
1,"Co","pos",1,0.478347700001905
1,"Co","pos",1,0.924360699995304
1,"Co","pos",1,0.617469600008917
1,"Co","pos",1,0.63733549999597
1,"Co","pos",1,0.61248440000054
1,"Co","pos",1,0.527104199994938
1,"Co","pos",1,0.485622800013516
1,"Co","pos",1,0.519446000005701
1,"Co","pos",1,0.461101099994266
1,"Co","pos",1,0.592462800006615
1,"Co","pos",1,0.681418899999699
1,"Co","pos",1,0.524650099992868
1,"Co","pos",1,0.570320000013453
1,"Co","pos",1,0.541345899997395
1,"Co","pos",1,0.514936200008378
1,"Co","pos",1,0.762734500007355
1,"Co","pos",1,0.737296499995864
1,"Co","pos",1,0.49243430000206
1,"Co","pos",1,0.507348299986916
1,"Co","pos",1,0.542144599996391
1,"Co","pos",1,0.506871999998111
1,"Co","pos",1,0.500564599991776
1,"Co","pos",1,0.481010899995454
1,"Co","pos",1,0.50954400000046
1,"Co","pos",1,0.46073210000759
1,"Co","pos",1,0.607980900007533
1,"Co","pos",1,0.530638700001873
1,"Co","pos",1,0.52886999999464
1,"Co","pos",1,0.535223900005803
1,"Co","pos",1,0.625383100006729
1,"Co","pos",1,0.468229899997823
1,"Co","pos",1,0.508138799996232
1,"Co","pos",1,0.488459500003955
1,"Co","neg",1,0.52391049999278
1,"Co","neg",1,0.547306599997682
1,"Co","neg",1,0.613726800002041
1,"Co","neg",1,0.757856299998821
1,"Co","neg",1,0.5078710999951
1,"Co","neg",1,0.676222000009147
1,"Co","neg",1,0.691143699994427
1,"Co","neg",1,0.551776299995254
1,"Co","neg",1,0.587966200007941
1,"Co","neg",1,0.539395600004354
1,"Co","neg",1,0.82253029999265
1,"Co","neg",1,0.540149099993869
1,"Co","neg",1,0.537867499995627
1,"Co","neg",1,0.54554740000458
1,"Co","neg",1,0.462630699999863
1,"Co","neg",1,0.714239900000393
1,"Co","neg",1,0.573187999994843
1,"Co","neg",1,0.853975999998511
1,"Co","neg",1,0.542060800013132
1,"Co","neg",1,1.26577169999655
1,"Co","neg",1,0.682849200005876
1,"Co","neg",1,0.570374899994931
1,"Co","neg",1,0.582392500000424
1,"Co","neg",1,0.545219799998449
1,"Co","neg",1,0.573249499997473
1,"Co","neg",1,0.753061700001126
1,"Co","neg",1,0.742830600007437
1,"Co","neg",1,0.558858699994744
1,"Co","neg",1,0.571143299996038
1,"Co","neg",1,0.549564200002351
1,"Co","neg",1,0.665076600009343
1,"Co","neg",1,0.583610499990755
1,"Co","neg",1,0.707662799992249
1,"Co","neg",1,0.52148959999613
1,"Co","neg",1,0.661227200005669
1,"Co","neg",1,0.64480779999576
1,"Co","neg",1,0.538437300012447
1,"Co","neg",1,0.565245699996012
1,"Co","neg",1,0.96384979999857
1,"Co","neg",1,0.852060699995491
1,"Co","neg",1,0.804505000007339
1,"Co","neg",1,0.575725599992438
1,"Co","neg",1,0.824758799994015
1,"Co","neg",1,0.62346260000777
1,"Co","neg",1,0.538411900008214
1,"Co","neg",1,0.885218399998848
1,"Co","neg",1,0.567492900008801
1,"Co","neg",1,0.619777999992948
1,"Co","neg",1,0.483442400000058
1,"Co","neg",1,0.71072699999786
1,"Co","neg",1,0.697672700000112
1,"Co","neg",1,0.51979439999559
1,"Co","neg",1,0.515740000002552
1,"Co","neg",1,0.636225499998545
1,"Co","neg",1,0.668120699992869
1,"Co","neg",1,0.702156100000138
1,"Co","neg",1,0.55638049999834
1,"Co","neg",1,0.615572499998962
1,"Co","neg",1,0.500288399998681
1,"Co","neg",1,0.715338699999847
1,"Co","neg",1,0.600272900002892
1,"Co","neg",1,0.550546400001622
1,"Co","neg",1,0.527208499988774
1,"Co","neg",1,0.604834999990999
1,"Co","neg",1,0.660820200006128
1,"Co","neg",1,0.648838299995987
1,"Co","neg",1,0.54492339999706
1,"Co","neg",1,0.503798300007475
1,"Co","neg",0,0.559588100004476
1,"Co","neg",1,0.566809000010835
1,"Co","neg",1,0.583740799993393
1,"Co","neg",1,0.566892299990286
1,"Co","neg",1,0.532630200003041
1,"Co","neg",1,0.484432799989008
1,"Co","neg",1,0.534091800000169
1,"Co","neg",1,0.555975199997192
1,"Co","neg",1,0.564463999995496
1,"Co","neg",1,0.746995499997865
1,"Co","neg",1,0.510710000002291
1,"Co","neg",1,0.467653300001984
1,"Co","pos",1,0.525376700010384
1,"Co","pos",1,0.641544199999771
1,"Co","pos",1,0.536771099999896
1,"Co","pos",1,0.910031899999012
1,"Co","pos",1,0.512354299993603
1,"Co","pos",1,0.515468099998543
1,"Co","pos",1,0.908597799993004
1,"Co","pos",1,0.523142899997765
1,"Co","pos",1,0.75382399999944
1,"Co","pos",1,0.53164500001003
1,"Co","pos",1,0.921127200010233
1,"Co","pos",1,0.516749199989135
1,"Co","pos",1,0.527524300006917
1,"Co","pos",1,0.586883099997067
1,"Co","pos",1,0.585685600002762
1,"Co","pos",1,0.557743700002902
1,"Co","pos",1,0.590386800002307
1,"Co","pos",1,0.463148800001363
1,"Co","pos",1,0.761406000005081
1,"Co","pos",1,0.491972100004205
1,"Co","pos",1,0.683473199998843
1,"Co","pos",1,0.511852499999804
1,"Co","pos",1,0.515482399991015
1,"Co","pos",1,0.576959400001215
1,"Co","pos",1,0.486418599990429
1,"Co","pos",1,0.602297400007956
1,"Co","pos",1,0.657583799998974
1,"Co","pos",1,0.552018400005181
1,"Co","pos",0,0.530472200000077
1,"Co","pos",1,0.49316959999851
1,"Co","pos",1,0.700255100004142
1,"Co","pos",1,0.520863699988695
1,"Co","pos",1,0.529745500010904
1,"Co","pos",1,0.681550699999207
1,"Co","pos",1,0.532275200006552
1,"Co","pos",1,0.601208299995051
1,"Co","pos",1,0.747344500006875
1,"Co","pos",1,0.593282500005444
1,"Co","pos",1,0.570689300002414
1,"Co","pos",1,0.471366899990244
1,"Co","pos",1,0.475655400005053
1,"Ic","pos",1,0.546526599995559
1,"Ic","neg",1,0.671981299994513
1,"Ic","neg",1,0.611732600009418
1,"Ic","neg",1,0.471963200005121
1,"Ic","neg",1,0.649120000001858
1,"Ic","neg",1,0.645475799989072
1,"Ic","neg",1,0.693904200001271
1,"Ic","neg",1,0.732288899991545
1,"Ic","neg",1,0.564373700006399
1,"Ic","neg",1,0.522202699998161
1,"Ic","neg",1,0.508421400008956
1,"Ic","neg",1,0.509402999989106
1,"Ic","neg",1,0.511222799992538
1,"Ic","neg",1,0.565216899994994
1,"Ic","neg",1,0.569812499990803
1,"Ic","neg",1,0.556863599995268
1,"Ic","neg",1,0.633487699989928
1,"Ic","neg",1,0.601404700006242
1,"Ic","neg",0,0.456425500000478
1,"Ic","neg",1,0.676459399997839
1,"Ic","neg",1,0.467146800001501
1,"Ic","neg",1,0.579954200002248
1,"Ic","neg",1,0.536841200009803
1,"Ic","neg",1,0.6437314000068
1,"Ic","neg",1,1.28829080000287
1,"Ic","neg",1,0.515625
1,"Ic","neg",1,0.461207900007139
1,"Ic","pos",1,0.774977299995953
1,"Ic","pos",1,0.863522900006501
1,"Ic","pos",1,0.573504599989974
1,"Ic","pos",1,0.462618399993517
1,"Ic","pos",1,0.530972299995483
1,"Ic","pos",1,0.514264199999161
1,"Ic","pos",1,0.521347299989429
1,"Ic","pos",1,0.453704300001846
1,"Ic","neg",1,0.642907799992827
1,"Ic","neg",1,0.558224499996868
1,"Ic","neg",1,0.54813200001081
1,"Ic","neg",1,0.493624599999748
1,"Ic","pos",1,0.594330799998716
1,"Ic","pos",1,0.542547100005322
1,"Ic","pos",1,0.49382639999385
1,"Ic","pos",1,0.526760699998704
1,"Ic","pos",1,0.483783899995615
1,"Ic","pos",1,0.53800620000402
1,"Ic","neg",1,0.649134100007359
1,"Ic","neg",1,0.710477599990554
1,"Ic","neg",1,0.886080299998866
1,"Ic","neg",1,0.591032600001199
1,"Ic","pos",1,0.605629500001669
1,"Ic","pos",1,0.627583299996331
1,"Ic","pos",1,0.607554999995045
1,"Ic","pos",1,0.554106700001284
1,"Ic","pos",1,0.466807799995877
1,"Ic","pos",1,0.56436119999853
1,"Ic","pos",1,0.982754099997692
1,"Ic","pos",1,0.546019200002775
1,"Ic","pos",1,0.502226700002211
1,"Ic","pos",1,0.560447099996964
1,"Ic","pos",1,0.499336399996537
1,"Ic","pos",1,0.477044799990836
1,"Ic","pos",1,0.47561740000674
1,"Ic","pos",1,0.523593799996888
1,"Ic","pos",1,0.531259800001862
1,"Ic","pos",1,0.489211199994315
1,"Ic","pos",1,0.513373399997363
1,"Ic","pos",1,0.595457400006126
1,"Ic","pos",1,0.526670099992771
1,"Ic","pos",1,0.563027800002601
1,"Ic","pos",1,0.720429799999692
1,"Ic","pos",1,0.463284800003748
1,"Ic","pos",1,0.738809300004505
1,"Ic","neg",1,0.561550700003863
1,"Ic","neg",1,0.688529300008668
1,"Ic","neg",1,0.720277899992652
1,"Ic","neg",1,0.552999199993792
1,"Ic","neg",1,0.538772200001404
1,"Ic","neg",1,1.19703219999792
1,"Ic","neg",1,0.53308300000208
1,"Ic","neg",1,0.55405449999671
1,"Ic","neg",1,0.594819300007657
1,"Ic","neg",1,0.533635500003584
1,"Ic","neg",1,0.527042900008382
1,"Ic","pos",1,0.577276000010897
1,"Ic","pos",1,0.531225799990352
1,"Ic","pos",1,0.607226699998137
1,"Ic","pos",1,0.650342199995066
1,"Ic","pos",1,0.575811800008523
1,"Ic","pos",1,0.466488799997023
1,"Ic","neg",1,0.722943500004476
1,"Ic","neg",1,0.757233900003484
1,"Ic","neg",1,0.610626800000318
1,"Ic","neg",1,0.590660100002424
1,"Ic","neg",1,0.497491700007231
1,"Ic","pos",1,0.816194500002894
1,"Ic","pos",1,0.584102200009511
1,"Ic","pos",1,0.574733399989782
1,"Ic","pos",1,0.500693699999829
1,"Ic","pos",1,0.615565000000061
1,"Ic","pos",1,1.09023010000237
1,"Ic","pos",1,0.489815399996587
1,"Ic","pos",1,0.463062499999069
1,"Ic","pos",1,0.646258799999487
1,"Ic","pos",1,0.508082200001809
1,"Ic","neg",1,0.583314699993934
1,"Ic","pos",1,0.574999699994805
1,"Ic","pos",1,0.617543300002581
1,"Ic","pos",1,0.525322300003609
1,"Ic","neg",1,0.485587200004375
1,"Ic","neg",1,1.02383200000622
1,"Ic","neg",1,0.549296400000458
1,"Ic","neg",1,0.572178400005214
1,"Ic","neg",1,0.574115600000368
1,"Ic","neg",1,0.489802099997178
1,"Ic","neg",1,0.766483500003233
1,"Ic","neg",1,0.550939899985678
1,"Ic","pos",1,0.522898800001713
1,"Ic","pos",1,0.472594000006211
1,"Ic","pos",1,0.531616799999028
1,"Ic","pos",1,0.579081799995038
1,"Ic","pos",1,0.553995700000087
1,"Ic","neg",1,0.646353899996029
1,"Ic","neg",1,0.533842100005131
1,"Ic","neg",1,0.615623300007428
1,"Ic","neg",1,0.5739370000083
1,"Ic","neg",1,0.604976900009206
1,"Ic","neg",1,0.511549100003322
1,"Ic","pos",1,0.568173199993907
1,"Ic","pos",1,0.517793600010918
1,"Ic","pos",1,0.554827200001455
1,"Ic","pos",1,0.455571600003168
1,"Ic","pos",1,0.414824200008297
1,"Ic","pos",1,0.637270800012629
1,"Ic","neg",1,0.817561500007287
1,"Ic","neg",1,0.668266100008623
1,"Ic","neg",1,0.545128699988709
1,"Ic","neg",1,0.777304299990647
1,"Ic","neg",1,0.605664900009288
1,"Ic","neg",1,0.688469499989878
1,"Ic","neg",1,0.528026599989971
1,"Ic","neg",1,0.802190800008248
1,"Ic","neg",1,0.533114899997599
1,"Ic","neg",1,0.672116200003074
1,"Ic","neg",1,0.658450999995694
1,"Ic","pos",1,0.574176699999953
1,"Ic","pos",1,0.576605700000073
1,"Ic","pos",1,0.53966880000371
1,"Ic","neg",1,0.615717399996356
1,"Ic","pos",1,0.508971300005214
1,"Ic","pos",1,0.574315799996839
1,"Ic","neg",1,0.57990479998989
1,"Ic","neg",1,0.56226270001207
1,"Ic","neg",1,0.537040399998659
1,"Ic","pos",1,0.610504500000388
1,"Ic","pos",1,0.551613100004033
1,"Ic","pos",1,0.598438600005466
1,"Ic","pos",1,0.49436969999806
1,"Ic","pos",1,0.493326600000728
1,"Ic","pos",1,0.451066200010246
1,"Ic","pos",1,0.774066199999652
10,"Co","neg",1,0.860941099999764
10,"Co","neg",1,0.622709600000235
10,"Co","pos",1,0.831437899998491
10,"Co","neg",1,0.626143700001194
10,"Co","pos",1,0.447744199998851
10,"Co","neg",1,0.560056999998778
10,"Co","neg",1,0.821449600000051
10,"Co","neg",1,0.463273200000913
10,"Co","pos",0,0.483851500001037
10,"Co","pos",1,0.458889700001237
10,"Co","pos",1,0.539975200001209
10,"Co","pos",0,0.513776400001007
10,"Co","neg",1,0.592977799999062
10,"Co","pos",1,0.555810900001234
10,"Co","pos",1,0.536415399999896
10,"Co","pos",1,0.845196899999792
10,"Co","pos",1,0.492859500000122
10,"Co","neg",1,0.660527300000467
10,"Co","pos",1,0.551166699999158
10,"Co","pos",1,0.570812800000567
10,"Co","pos",0,0.701946499999394
10,"Co","pos",1,0.641184500000236
10,"Co","pos",1,0.51266349999969
10,"Co","pos",1,0.485859500000515
10,"Co","neg",1,0.631663100000878
10,"Co","neg",1,0.785790100000668
10,"Co","neg",1,0.619239300000118
10,"Co","neg",1,0.574203500000294
10,"Co","neg",1,0.969917700000224
10,"Co","neg",1,0.533911199998329
10,"Co","neg",1,0.61265529999946
10,"Co","neg",1,0.832673999999315
10,"Co","pos",1,0.467852600000697
10,"Co","pos",1,0.810056199999963
10,"Co","pos",1,0.54552270000022
10,"Co","pos",1,0.527416100001574
10,"Co","neg",1,0.607874700001048
10,"Co","neg",1,0.551037499999438
10,"Co","neg",1,0.528820199999245
10,"Co","neg",1,0.584859900000083
10,"Co","neg",1,0.616983100000652
10,"Co","neg",1,0.565805700000055
10,"Co","neg",1,0.517539399999805
10,"Co","neg",1,0.537715799999205
10,"Co","neg",1,0.478858299999047
10,"Co","neg",1,0.583370500000456
10,"Co","neg",1,0.453231899999082
10,"Co","neg",1,0.838119100000768
10,"Co","neg",0,0.468401500000255
10,"Co","neg",1,0.546248799999375
10,"Co","neg",1,0.50209729999915
10,"Co","neg",1,0.496123400000215
10,"Co","pos",1,0.393374999999651
10,"Co","pos",1,0.546579199999542
10,"Co","pos",1,0.446796000000177
10,"Co","neg",1,0.570561200000157
10,"Co","neg",1,0.51474319999943
10,"Co","neg",1,0.618058000000019
10,"Co","pos",1,0.722544200001721
10,"Co","pos",1,0.494817200000398
10,"Co","neg",1,0.59034629999951
10,"Co","neg",1,0.612103899999056
10,"Co","neg",1,0.519793400000708
10,"Co","neg",1,0.498235099999874
10,"Co","pos",1,0.431848000000173
10,"Co","pos",1,0.411468399999649
10,"Co","neg",1,0.522306199998638
10,"Co","pos",1,0.534088999998858
10,"Co","pos",1,0.519622200001322
10,"Co","pos",1,0.558165600001303
10,"Co","pos",1,0.954217500000595
10,"Co","pos",1,0.503392599999643
10,"Co","pos",1,0.453343499999391
10,"Co","pos",1,0.388428599999315
10,"Co","pos",1,0.583624099999724
10,"Co","pos",1,0.577367100000629
10,"Co","pos",1,0.628868399999192
10,"Co","pos",0,0.394761800000197
10,"Co","pos",1,0.621030599999358
10,"Co","pos",1,0.686911599999803
10,"Co","pos",1,0.496638100001292
