"subj_idx","congruency","response","rt"
12,"Co",1,0.6708409999992
12,"Co",1,0.891501200000675
12,"Co",1,0.675186499999654
12,"Co",1,0.702208300000166
12,"Co",1,0.895568900000399
12,"Co",1,0.737472300000263
12,"Co",1,0.902672500000335
12,"Co",1,0.767136099999334
12,"Co",1,0.789247699999578
12,"Co",1,0.676065300000118
12,"Co",1,0.624833400000171
12,"Co",1,0.913004000000001
12,"Co",1,0.69260179999992
12,"Co",1,0.642375199999151
12,"Co",1,0.550799700000425
12,"Co",1,1.01103109999985
12,"Co",1,0.953422100000353
12,"Co",1,0.915920200000073
12,"Co",1,0.721312900000157
12,"Co",1,0.890911499999675
12,"Co",1,0.734345700000631
12,"Co",1,0.858160699999644
12,"Co",1,0.60883609999928
12,"Co",1,0.82618199999979
12,"Co",0,0.726740899999641
12,"Co",1,0.828973399999995
12,"Co",1,0.757807900000444
12,"Co",1,0.714240899999822
12,"Co",1,1.28903369999989
12,"Co",1,0.679236999999375
12,"Co",1,0.692187399999966
12,"Co",1,0.973220099999708
12,"Co",1,0.892324100000224
12,"Co",1,1.12209030000031
12,"Co",1,1.12819179999951
12,"Co",1,1.0205618
12,"Co",1,0.580680899999606
12,"Co",1,0.892814300000282
12,"Co",1,0.555782200000067
12,"Co",1,0.60369719999926
12,"Co",1,0.770785400000022
12,"Co",1,0.646130400000402
12,"Co",1,0.685094600000411
12,"Ic",1,0.513239699999758
12,"Ic",1,1.42672480000056
12,"Ic",1,0.795877200000177
12,"Ic",1,1.18628440000066
12,"Ic",1,0.718678199999886
12,"Ic",1,0.923243400000501
12,"Ic",1,1.42344740000044
12,"Ic",1,0.76463909999984
12,"Ic",1,0.60182210000039
12,"Ic",1,0.67008209999949
12,"Ic",1,0.580765700000484
12,"Ic",1,0.776063799999974
12,"Ic",1,1.43450310000026
12,"Ic",1,0.676160099999834
12,"Ic",1,0.802084900000409
12,"Ic",1,1.13519720000022
12,"Ic",1,0.708092599999873
12,"Ic",1,0.69027079999978
12,"Ic",1,0.644137900000715
12,"Ic",1,0.696585900000173
12,"Ic",1,1.04757890000019
12,"Ic",1,0.729456300000493
12,"Ic",1,1.09622930000023
12,"Ic",1,0.657379199999923
12,"Ic",1,0.829509099999996
12,"Ic",1,0.681024200000138
12,"Ic",1,0.797170599999845
12,"Ic",1,0.813471899999968
12,"Ic",1,1.15324849999979
12,"Ic",1,0.764966900000218
12,"Ic",1,0.698864599999979
12,"Ic",1,0.754175000000032
12,"Ic",1,0.570470200000273
12,"Ic",1,0.797700000000077
12,"Ic",1,0.711864799999603
12,"Ic",1,0.609109300000455
12,"Ic",1,1.99453569999969
12,"Ic",1,0.755610000000161
12,"Ic",1,0.739037700000154
12,"Ic",1,1.01122010000017
12,"Ic",1,0.832971200000429
12,"Ic",1,0.869077699999252
12,"Ic",1,0.879004799999166
12,"Ic",1,1.61965419999979
12,"Ic",1,0.909799699999894
12,"Ic",1,0.680765699999938
12,"Ic",1,0.66373350000049
12,"Ic",1,0.746619099999407
12,"Ic",1,1.08174340000005
12,"Ic",1,0.675129600000218
12,"Ic",1,0.612769200000002
12,"Ic",1,0.962576500000068
12,"Ic",1,0.694361699999718
12,"Ic",1,0.858847400000741
12,"Ic",1,0.89882420000049
12,"Ic",1,0.575582599999507
12,"Ic",1,0.631170499999826
12,"Ic",1,0.605750300000182
12,"Ic",1,0.658795899999859
12,"Ic",1,0.626191600000311
12,"Ic",1,0.676867199999833
12,"Ic",1,0.645627199999581
12,"Ic",1,1.04410890000054
12,"Ic",1,0.731032500000765
12,"Ic",1,1.23098420000042
12,"Ic",1,0.730282099999386
12,"Ic",1,0.641793100000541
12,"Ic",1,0.795595700000376
12,"Ic",1,0.712779699999373
12,"Ic",1,0.692304000000149
12,"Ic",1,1.01396770000065
12,"Ic",1,0.848993200000223
12,"Ic",1,0.866998399999829
12,"Ic",1,0.798955199999909
12,"Ic",1,0.971529200000077
12,"Ic",1,0.695613400000184
12,"Ic",1,0.860802000000149
12,"Ic",1,0.757840199999919
12,"Ic",1,0.835888100000375
12,"Ic",1,0.640669699999307
13,"Co",1,0.685795800000051
13,"Co",1,0.790709799999604
13,"Co",0,0.879163899999185
13,"Co",1,1.51671499999975
13,"Co",1,1.7127760000003
13,"Co",1,0.733301899999788
13,"Co",1,0.709816300000966
13,"Co",1,0.727592500001265
13,"Co",0,1.34828350000134
13,"Co",1,0.600958199998786
13,"Co",1,1.09177209999871
13,"Co",0,1.06641880000097
13,"Co",1,1.1584043999992
13,"Co",1,0.907759699999588
13,"Co",1,0.703438799999276
13,"Co",1,1.49294370000098
13,"Co",1,0.803457100000742
13,"Co",1,0.637419999999111
13,"Co",1,0.615821400000641
13,"Co",1,1.52223260000028
13,"Co",1,0.913365599999452
13,"Co",1,0.576955200000157
13,"Co",1,0.595324500000061
13,"Co",1,0.713477700001022
13,"Co",1,0.704684199999974
13,"Co",1,1.05791049999971
13,"Co",1,0.670620099999724
13,"Co",1,0.673676799999157
13,"Co",1,0.913901699999769
13,"Co",1,0.883053599998675
13,"Co",1,0.617780000000494
13,"Co",1,0.718044700000974
13,"Co",1,0.854873399999633
13,"Co",1,0.752438299999994
13,"Co",1,0.787075399999594
13,"Co",1,0.451871599998412
13,"Co",1,1.38335130000087
13,"Co",0,1.62936040000022
13,"Co",1,1.57896740000069
13,"Co",1,0.694292899999709
13,"Co",1,0.777550299999348
13,"Co",1,0.574137799998425
13,"Co",1,0.839752700001554
13,"Co",1,1.19372609999846
13,"Co",1,0.669288200000665
13,"Co",1,0.967609399998764
13,"Co",1,0.71183419999943
13,"Co",1,0.688700400000016
13,"Co",1,1.93680390000009
13,"Co",1,0.798469900000782
13,"Co",1,1.16833860000042
13,"Co",1,1.95115890000125
13,"Co",1,1.18546369999967
