"subj_idx","response","rt"
0,1,0.73167460001423
0,1,0.541282300007879
0,1,0.765906300002825
0,1,0.99894590000622
0,1,0.650377600002685
0,1,0.536214100007783
0,1,0.760136700017028
0,1,0.683811200011405
0,1,0.632644900004379
0,1,0.651002300000982
0,1,0.675458900019294
0,1,0.48384729999816
0,1,0.608786500015412
0,1,0.610180100018624
0,1,0.692515300004743
0,1,0.498000300023705
0,1,0.580893600010313
0,1,0.642668800006504
0,1,0.507951200008392
0,1,0.565815900001326
0,1,0.689951200009091
0,1,0.932887600007234
0,1,0.637840200011851
0,1,1.49607960000867
0,1,0.65878710000834
0,1,0.61677450001298
0,1,0.864825000011479
0,1,0.63382340001408
0,1,0.450141700013774
0,1,0.646662900006049
0,1,1.3975602999999
0,1,0.772841600017273
0,1,0.711116400008905
0,1,0.667279500019504
0,1,0.480203800005256
0,0,0.484255400006077
0,1,0.792313500016462
0,1,0.536070800008019
0,1,0.549430100014433
0,1,0.670322400008445
0,1,1.12938660001964
0,1,1.26728450001974
0,1,0.639684900001157
0,1,0.599873500017566
0,1,2.32227260000946
0,1,0.680186400015373
0,1,0.591239100001985
0,1,0.82159550000506
0,1,1.09787460001826
0,1,0.619271200004732
0,1,0.912069400015753
0,1,1.13951270001417
0,1,1.13749910000479
0,1,0.640509400007431
0,1,0.750329100003
0,0,1.10851700001513
0,1,0.513398400013102
0,1,0.641793700007838
0,1,0.603817300012452
0,1,0.784038600002532
0,1,0.503026000005775
0,1,0.498221200003172
0,1,0.599459400007618
0,1,0.5653544000088
0,1,0.609749400013243
0,1,1.50524540001061
0,1,0.615807500013034
0,1,0.724974199998542
0,1,0.58617370002321
0,1,0.590743000007933
0,1,0.848717000000761
0,1,0.71016720001353
0,1,0.643923800002085
0,1,0.61149250001472
0,1,0.689821000021766
0,1,0.667355100013083
0,1,0.628923900003429
0,1,0.65151490001881
0,1,0.658459600017522
0,1,0.596678000001702
1,1,0.681888700000854
1,1,0.568863099997543
1,1,0.654415400000289
1,1,0.604941800000233
1,1,0.514102599998296
1,1,0.676879800001188
1,1,0.658066299998609
1,0,0.44139290000021
1,1,0.516857800001162
1,1,0.578610799999296
1,0,0.65053110000008
1,1,0.630104700001539
1,1,0.527614399998129
1,1,0.581657300001098
1,1,0.507704799998464
1,1,0.488693399998738
1,1,0.440676499998517
1,1,0.498114100002567
1,1,0.495497299998533
1,1,0.731360300000233
1,1,0.635859199999686
1,1,0.544166300001962
1,1,0.72687230000156
1,1,0.616147000000637
1,1,0.459921699999541
1,1,0.523271800000657
1,1,0.467818400000397
1,1,0.551776599997538
1,1,0.696782200000598
1,0,0.511629799999355
1,1,0.441833999997471
1,1,0.673084000001836
1,1,0.564355300000898
1,1,0.535856100003002
1,1,0.478020300000935
1,1,0.562265299999126
1,1,0.546280900001875
1,1,1.45643700000073
1,1,0.592908999999054
1,1,0.505425700001069
1,1,0.52922480000052
1,1,0.472039800002676
1,1,0.732257199997548
1,1,0.488297899999452
1,1,0.740561799997522
1,1,0.556736900001852
1,1,0.643212399998447
1,1,0.673819899999216
1,1,0.499375200000941
1,1,0.465407799998502
1,0,0.418142000002263
1,1,0.599055299997417
1,1,0.583582200000819
1,1,0.621233600002597
1,0,0.631954000000405
1,1,0.511321900001349
1,1,0.650232699998014
1,1,0.48370100000102
1,1,0.481102900001133
1,1,0.522525000000314
1,1,0.615730000001349
1,1,0.499229199998808
1,1,0.46918899999946
1,1,0.741034200000286
1,1,0.499256900002365
1,1,0.604735299999447
1,1,0.537956899999699
1,1,0.70318540000153
1,1,0.599831800001994
1,1,0.378701499997987
1,1,0.455245500001183
1,1,0.568991799998912
1,1,0.885073099998408
1,0,0.344254499999806
1,1,0.453128600001946
1,1,0.631968300000153
1,1,0.44422730000224
1,1,0.84526029999688
10,1,0.568090099986875
10,1,0.54401979999966
10,1,0.611644800024806
10,1,0.434530500002438
10,1,0.941800100001274
10,1,0.530494100006763
10,1,0.447014799981844
10,1,0.543414299987489
10,1,0.683665299991844
10,1,0.478496299998369
10,1,0.671104900015052
10,1,0.601322600006824
10,1,0.469504800013965
10,1,0.608802600007039
10,1,0.665084500011289
10,1,0.545491600001696
10,1,0.48379319999367
10,1,0.516485200001625
10,1,0.449067300010938
10,1,0.557953000010457
10,1,0.535412800003542
10,1,0.504604899993865
10,1,0.436389700014843
10,1,0.609249699977227
10,1,0.526368699996965
10,1,0.453037300001597
10,1,0.56756709999172
10,1,0.48963170000934
10,1,0.483351799979573
10,1,0.522496799996588
10,1,0.591840799985221
10,1,0.450714100006735
10,1,0.659710100007942
10,1,0.453214899986051
10,1,1.30852769999183
10,1,0.835492999991402
10,1,0.592857100011315
10,1,0.512421899999026
10,1,0.575834100018255
10,1,0.570597699988866
10,1,0.559221400006209
10,1,1.1128558999917
10,1,0.521602799999528
10,1,0.448630800005049
10,1,0.524349400016945
10,1,0.492280400008895
10,1,0.599750800000038
10,1,0.528450000012526
10,1,0.587517200008733
10,1,0.522131499979878
10,1,0.512714699987555
10,1,0.481495199986966
10,1,0.60934970001108
10,1,0.524585700011812
10,1,0.528740300011123
10,0,1.1479986999766
10,1,0.468490200000815
10,1,0.509742900001584
10,1,0.437376699992456
10,1,0.472218500013696
10,1,0.529405100009171
10,1,0.557431600027485
10,1,0.881242499977816
10,1,0.446897399990121
10,1,0.462518299988005
10,1,0.618419500009622
10,1,0.56209459999809
10,1,0.618144899985055
10,1,0.713393300015014
10,1,0.414690900011919
10,1,0.451511599996593
10,1,0.537265299994033
10,1,0.594634000008227
10,1,0.819365499977721
10,1,1.28628289999324
10,1,0.566973000008147
10,1,0.973971100000199
10,1,0.483038900012616
10,1,0.381876200000988
10,1,0.609785800013924
11,1,0.49208930000168
11,1,0.615398400001141
11,1,0.489350199997716
11,1,0.555288199997449
11,1,0.80892269999822
11,1,0.558125699997618
11,1,0.542210899999191
11,1,0.556070200000249
11,1,0.576599899999565
11,1,0.807114999999612
11,1,0.797927200001141
11,1,0.579663299999083
11,1,0.566982899999857
11,1,0.559019000000262
11,1,0.848981600000116
11,1,0.496800500000973
11,1,0.542219300001307
11,1,0.574275099999795
11,1,0.591838299998926
11,1,0.600791599998047
11,1,0.481172699997842
11,1,0.504192100001092
11,1,0.519169399998646
11,1,0.516064600000391
11,1,0.467224899999565
11,1,0.712045299998863
11,1,0.658622499999183
11,1,0.678566100003081
11,1,0.535502599999745
11,1,0.552180099999532
11,1,0.518558799998573
11,1,0.528441599999496
11,1,0.566328100001556
11,1,0.606964599999628
11,1,0.757713800001511
11,1,0.587637599997834
11,1,0.568729599999642
11,1,0.633299500001158
11,1,0.571920800000953
11,1,0.578014700000494
11,1,0.479775700001483
11,1,0.555201300001499
11,1,0.50456000000122
11,1,0.513869300000806
11,1,0.564453400002094
11,1,0.506553999999596
11,1,0.534531000001152
11,1,0.57966640000086
11,1,0.464508600001864
11,1,0.63292630000069
11,1,0.649831599999743
11,1,0.592094800002087
11,1,0.692792800000461
11,1,0.555982300000323
11,1,0.605687700000999
11,1,0.876228799999808
11,1,0.591214600000967
11,1,0.574617000002036
11,1,0.597909800002526
11,1,0.51967650000006
11,1,0.621506700001191
11,1,0.495325200001389
11,1,0.534171799998148
11,1,0.406034400002682
11,1,0.544728100001521
11,1,0.579261999999289
11,1,0.587311900002533
11,1,0.54889319999711
11,1,0.59345089999988
11,1,0.594977499997185
11,1,0.637605699997948
11,1,0.4546119000006
11,1,0.564626300001692
11,1,0.53209760000027
11,1,0.551468300000124
11,1,0.819338000001153
11,1,0.593094600000768
12,1,0.832971200000429
12,1,1.04410890000054
12,1,1.08174340000005
12,1,0.718678199999886
12,1,0.754175000000032
12,1,1.43450310000026
12,1,0.797700000000077
12,1,0.692304000000149
12,1,0.657379199999923
12,1,0.776063799999974
12,1,0.89882420000049
12,1,0.813471899999968
12,1,0.795595700000376
12,1,1.04757890000019
12,1,0.866998399999829
12,1,0.835888100000375
12,1,1.01396770000065
12,1,0.676160099999834
12,1,0.60182210000039
12,1,0.829509099999996
12,1,1.15324849999979
12,1,0.605750300000182
12,1,0.909799699999894
12,1,0.712779699999373
12,1,1.42344740000044
12,1,1.61965419999979
12,1,0.860802000000149
12,1,0.755610000000161
12,1,0.570470200000273
12,1,0.729456300000493
12,1,0.680765699999938
12,1,0.675129600000218
12,1,0.609109300000455
12,1,0.580765700000484
12,1,0.923243400000501
12,1,0.802084900000409
12,1,0.730282099999386
12,1,0.746619099999407
12,1,0.869077699999252
12,1,0.708092599999873
12,1,1.42672480000056
12,1,0.798955199999909
12,1,0.795877200000177
12,1,0.711864799999603
12,1,0.644137900000715
12,1,0.694361699999718
12,1,0.676867199999833
12,1,0.757840199999919
12,1,0.575582599999507
12,1,0.739037700000154
12,1,0.696585900000173
12,1,0.858847400000741
12,1,1.99453569999969
12,1,1.09622930000023
12,1,0.681024200000138
12,1,0.66373350000049
12,1,0.645627199999581
12,1,0.971529200000077
12,1,0.69027079999978
12,1,1.23098420000042
12,1,0.631170499999826
12,1,0.626191600000311
12,1,0.640669699999307
12,1,0.797170599999845
12,1,0.848993200000223
12,1,0.513239699999758
12,1,1.18628440000066
12,1,0.962576500000068
12,1,0.695613400000184
12,1,0.879004799999166
12,1,0.731032500000765
12,1,0.67008209999949
12,1,1.01122010000017
12,1,1.13519720000022
12,1,0.641793100000541
12,1,0.764966900000218
12,1,0.612769200000002
12,1,0.76463909999984
12,1,0.658795899999859
12,1,0.698864599999979
13,1,0.687725499999942
13,1,1.25182150000001
13,1,0.66739459999917
13,1,0.771818000001076
13,0,0.770509199999651
13,1,0.721840500000326
13,1,0.778755999999703
13,1,0.673827000000529
13,1,0.977565399998639
13,1,1.12829599999895
13,1,0.69978059999994
13,1,0.760013499999332
13,1,0.609624000000622
13,1,0.795461899999282
13,1,0.853710500001398
13,1,0.580854899999395
13,1,1.02682060000006
13,1,0.896984500001054
13,1,0.894097999998849
13,1,0.7449016999999
13,1,0.579337600000144
13,1,2.06843599999956
13,1,1.71709509999891
13,1,1.22820470000079
13,1,0.825102599999809
13,1,0.606738200000109
13,1,0.77298250000058
13,1,0.668035299999246
13,1,1.1504393999985
13,1,0.527406299999711
13,1,0.930998899999395
13,1,1.32594379999864
13,1,0.5183038999985
13,1,2.28431819999969
13,0,0.955823900001633
13,1,0.768983899999512
13,1,0.652562900000703
13,1,0.73630200000116
13,1,0.903164999999717
13,1,0.591992899999241
13,1,0.776607700001477
13,1,0.77651700000024
13,1,1.24872340000002
13,1,0.731045100001211
13,0,0.911490099999355
13,1,0.945584200000667
13,1,1.95793100000083
13,1,1.67062249999981
13,1,0.690970100000413
13,1,1.1941126999991
13,1,0.718812099999923
13,1,1.07364980000057
13,1,0.596740900000441
13,0,1.2721032999998
13,1,0.732002000000648
13,1,0.609175300000061
13,1,0.780372700000953
13,1,1.20690800000011
13,1,0.66449410000132
13,1,0.563362599999891
13,1,0.794663700000456
13,1,0.716159499999776
13,1,0.612085200000365
13,1,0.678595699999278
13,1,0.871300499999052
13,1,0.751294800000323
13,1,0.792788400000063
13,1,0.750303999999232
13,1,1.33809539999856
13,1,0.753097700000581
13,1,1.62875709999935
13,0,0.784615900000063
