"subj_idx","AffValue","response","rt"
0,"neg",1,0.710403200020664
0,"pos",1,0.609749400013243
0,"neg",1,0.610607000009622
0,"neg",1,0.61850530000811
0,"neg",1,0.657493500009878
0,"neg",1,0.441779100015992
0,"neg",1,0.65848460001871
0,"neg",1,0.713816500006942
0,"neg",1,0.69300060000387
0,"neg",1,0.945350599999074
0,"neg",1,0.588967800009414
0,"neg",1,0.985038000013446
0,"neg",1,0.546051500015892
0,"neg",1,1.53274920000695
0,"neg",0,1.28578380000545
0,"pos",1,0.932887600007234
0,"pos",1,0.541282300007879
0,"neg",1,1.13475080000353
0,"neg",1,0.626688900010777
0,"neg",1,0.631297700005234
0,"neg",1,0.531834100009291
0,"neg",1,0.670329700005823
0,"neg",1,0.607194400014123
0,"pos",1,0.675458900019294
0,"pos",1,0.82159550000506
0,"neg",1,0.568716800014954
0,"neg",1,0.610539100016467
0,"neg",1,0.681591800021124
0,"neg",1,0.54999610001687
0,"neg",1,0.701071600007708
0,"neg",1,0.586858400012716
0,"pos",1,0.670322400008445
0,"pos",1,0.596678000001702
0,"pos",1,0.646662900006049
0,"pos",1,0.5653544000088
0,"pos",1,0.651002300000982
0,"pos",1,0.724974199998542
0,"pos",1,0.628923900003429
0,"pos",1,0.658459600017522
0,"neg",1,0.647643200019957
0,"neg",1,0.628933100015274
0,"neg",1,0.535481400002027
0,"neg",1,0.555610100011108
0,"neg",1,0.901090800020029
0,"pos",1,0.784038600002532
0,"pos",1,1.49607960000867
0,"pos",1,0.480203800005256
0,"pos",1,0.61677450001298
0,"pos",1,0.639684900001157
0,"neg",1,0.568896400014637
0,"neg",1,0.727758500011987
0,"neg",1,0.641132300006575
0,"neg",1,0.541111900020042
0,"neg",1,0.669088599999668
0,"pos",1,0.615807500013034
0,"pos",1,0.610180100018624
0,"neg",1,0.672004500011099
0,"neg",1,0.681545900006313
0,"pos",1,1.13749910000479
0,"pos",1,0.608786500015412
0,"pos",1,0.603817300012452
0,"pos",1,0.590743000007933
0,"neg",1,0.661516700012726
0,"neg",1,0.768028000020422
0,"neg",1,0.684835300009581
0,"pos",1,1.3975602999999
0,"pos",1,0.71016720001353
0,"pos",1,0.48384729999816
0,"pos",1,1.50524540001061
0,"pos",1,1.12938660001964
0,"pos",1,0.643923800002085
0,"pos",1,0.689821000021766
0,"pos",1,0.591239100001985
0,"neg",1,0.636875400014105
0,"neg",1,0.623327300010715
0,"neg",1,0.567465900006937
0,"pos",1,0.650377600002685
0,"pos",1,0.503026000005775
0,"pos",1,0.637840200011851
0,"pos",1,0.912069400015753
0,"pos",0,1.10851700001513
0,"pos",1,0.507951200008392
0,"neg",1,1.43373010000505
0,"neg",1,1.1678421000106
0,"neg",1,0.5789766000089
0,"neg",1,0.646653200004948
0,"neg",1,0.783209100016393
0,"neg",1,0.67224620001798
0,"neg",1,0.99936770000204
0,"neg",1,0.608019800012698
0,"pos",1,0.61149250001472
0,"pos",1,0.565815900001326
0,"pos",1,0.864825000011479
0,"pos",1,0.683811200011405
0,"pos",1,0.450141700013774
0,"pos",1,1.09787460001826
0,"neg",1,0.963930600002641
0,"neg",1,0.57892100000754
0,"neg",1,0.651957500012941
0,"pos",0,0.484255400006077
0,"pos",1,0.632644900004379
0,"pos",1,0.772841600017273
0,"pos",1,0.642668800006504
0,"neg",1,0.641506900006789
0,"neg",1,1.00467239999853
0,"neg",1,0.604060100013157
0,"neg",1,0.665923100008513
0,"neg",1,0.64380930000334
0,"neg",1,0.869559800004936
0,"neg",1,0.541690100013511
0,"pos",1,0.667355100013083
0,"pos",1,0.65151490001881
0,"neg",1,0.545757700005197
0,"neg",1,0.602809300020454
0,"neg",1,0.504842100010137
0,"pos",1,2.32227260000946
0,"pos",1,0.498221200003172
0,"neg",1,1.299485800002
0,"neg",1,0.506257200016989
0,"neg",1,0.531591999999364
0,"neg",1,0.59382320001896
0,"pos",1,0.619271200004732
0,"neg",1,0.578345100017032
0,"pos",1,0.498000300023705
0,"pos",1,0.63382340001408
0,"neg",1,0.558076400018763
0,"neg",1,0.601233900000807
0,"pos",1,0.792313500016462
0,"neg",1,0.600774800012005
0,"neg",1,0.893861300006392
0,"neg",1,0.479094500013161
0,"neg",1,0.862025100010214
0,"neg",1,0.52964070001326
0,"neg",1,1.28138290002244
0,"pos",1,0.711116400008905
0,"pos",1,0.549430100014433
0,"pos",1,0.640509400007431
0,"pos",1,0.760136700017028
0,"pos",1,0.513398400013102
0,"pos",1,0.99894590000622
0,"pos",1,0.641793700007838
0,"pos",1,0.689951200009091
0,"neg",1,0.688155000010738
0,"neg",1,0.494362300014473
0,"pos",1,0.599873500017566
0,"pos",1,0.580893600010313
0,"pos",1,0.65878710000834
0,"pos",1,0.536070800008019
0,"pos",1,0.73167460001423
0,"pos",1,0.680186400015373
0,"pos",1,0.848717000000761
0,"pos",1,1.13951270001417
0,"pos",1,0.692515300004743
0,"pos",1,1.26728450001974
0,"pos",1,0.58617370002321
0,"pos",1,0.765906300002825
0,"pos",1,0.750329100003
0,"pos",1,0.536214100007783
0,"pos",1,0.667279500019504
0,"pos",1,0.599459400007618
1,"pos",1,0.741034200000286
1,"neg",1,0.718951200000447
1,"pos",1,0.615730000001349
1,"pos",1,0.654415400000289
1,"pos",1,1.45643700000073
1,"pos",1,0.527614399998129
1,"pos",1,0.499229199998808
1,"neg",1,0.610617499998625
1,"pos",1,0.72687230000156
1,"pos",1,0.481102900001133
1,"neg",1,0.48847079999905
1,"neg",1,0.521137199997611
1,"neg",1,0.479407899998478
1,"neg",1,0.574022200002219
1,"pos",0,0.65053110000008
1,"neg",1,0.450997799998731
1,"neg",1,0.556325400000787
1,"neg",1,0.491540300001361
1,"neg",1,0.590176199999405
1,"neg",1,0.790477200000169
1,"neg",1,0.42420409999977
1,"pos",1,0.621233600002597
1,"neg",1,0.679246399999101
1,"neg",0,0.382461999997759
1,"neg",1,0.405825100002403
1,"neg",1,0.52529929999946
1,"neg",1,0.671521500000381
1,"neg",1,0.476351000001159
1,"neg",1,0.643365699997958
1,"neg",1,0.507517999998527
1,"neg",1,0.572903699998278
1,"neg",1,0.456474099999468
1,"neg",1,0.397638500002358
1,"neg",1,0.522518599998875
1,"neg",1,0.427598599999328
1,"neg",1,0.530733700001292
1,"neg",1,0.662969900000462
1,"neg",1,0.624729700000898
1,"neg",1,0.526940299998387
1,"neg",1,0.678573799999867
1,"neg",1,0.480025900000328
1,"neg",1,0.623445500001253
1,"neg",1,0.62228309999773
1,"pos",1,0.440676499998517
1,"pos",1,0.740561799997522
1,"neg",1,0.493094699999347
1,"neg",1,0.448739199997362
1,"neg",1,0.491003600000113
1,"neg",1,0.576507600002515
1,"neg",1,0.40344130000085
1,"neg",1,0.759185000002617
1,"neg",1,0.452882599998702
1,"neg",1,0.648820599999453
1,"neg",1,0.53380709999692
1,"neg",1,0.955052200002683
1,"neg",1,0.618995100001484
1,"neg",1,0.536669200002507
1,"pos",1,0.52922480000052
1,"pos",1,0.495497299998533
1,"pos",1,0.731360300000233
1,"neg",1,0.567648899999767
1,"pos",1,0.696782200000598
1,"neg",1,0.555295899997873
1,"neg",1,0.548827999999048
1,"pos",1,0.488297899999452
1,"pos",1,0.84526029999688
1,"pos",1,0.673084000001836
1,"pos",1,0.616147000000637
1,"pos",1,0.673819899999216
1,"pos",1,0.658066299998609
1,"pos",1,0.643212399998447
1,"neg",1,0.595363899999938
1,"neg",1,0.518020100000285
1,"pos",1,0.599831800001994
1,"pos",0,0.511629799999355
1,"pos",1,0.581657300001098
1,"pos",1,0.522525000000314
1,"pos",1,0.516857800001162
1,"pos",1,0.604941800000233
1,"pos",1,0.604735299999447
1,"pos",1,0.568991799998912
1,"pos",1,0.556736900001852
1,"pos",1,0.511321900001349
1,"pos",1,0.650232699998014
1,"neg",1,0.68602699999974
1,"pos",0,0.44139290000021
1,"pos",1,0.592908999999054
1,"pos",1,0.378701499997987
1,"pos",1,0.488693399998738
1,"pos",1,0.885073099998408
1,"pos",1,0.455245500001183
1,"pos",1,0.562265299999126
1,"pos",1,0.630104700001539
1,"pos",1,0.523271800000657
1,"neg",1,0.535511199999746
1,"pos",1,0.514102599998296
1,"pos",1,0.465407799998502
1,"pos",1,0.48370100000102
1,"pos",1,0.453128600001946
1,"pos",0,0.344254499999806
1,"pos",1,0.635859199999686
1,"pos",1,0.441833999997471
1,"pos",1,0.732257199997548
1,"pos",1,0.478020300000935
1,"neg",1,0.496959299998707
1,"pos",1,0.498114100002567
1,"pos",1,0.681888700000854
1,"neg",1,0.533489999997983
1,"neg",1,0.54910960000052
1,"neg",1,0.543972100000246
1,"neg",1,0.473076899997977
1,"pos",1,0.544166300001962
1,"neg",1,0.603502399997524
1,"neg",1,0.543364900000597
1,"neg",1,0.20970760000273
1,"pos",1,0.505425700001069
1,"pos",1,0.568863099997543
1,"pos",1,0.546280900001875
1,"neg",1,0.465114800001174
1,"pos",1,0.44422730000224
1,"neg",1,0.517011399999319
1,"neg",1,0.532353499998862
1,"pos",1,0.631968300000153
1,"neg",1,0.593592200002604
1,"neg",1,0.471093899999687
1,"neg",1,0.548034100000223
1,"pos",1,0.472039800002676
1,"pos",1,0.507704799998464
1,"pos",1,0.499256900002365
1,"neg",1,0.562200699998357
1,"neg",1,0.677702599998156
1,"neg",1,0.47383279999849
1,"pos",1,0.551776599997538
1,"pos",1,0.70318540000153
1,"pos",1,0.676879800001188
1,"neg",1,0.588707799997792
1,"pos",1,0.537956899999699
1,"neg",1,0.515529500000412
1,"pos",1,0.459921699999541
1,"neg",1,0.623241600002075
1,"neg",1,0.439227400001982
1,"pos",1,0.599055299997417
1,"neg",1,0.536138200001005
1,"neg",1,0.545454499999323
1,"pos",1,0.499375200000941
1,"pos",1,0.535856100003002
1,"neg",1,0.577118199998949
1,"pos",1,0.578610799999296
1,"pos",1,0.564355300000898
1,"pos",1,0.46918899999946
1,"neg",1,0.749444900000526
1,"neg",1,0.538813900002424
1,"pos",0,0.631954000000405
1,"pos",0,0.418142000002263
1,"pos",1,0.467818400000397
1,"neg",1,0.589798199998768
1,"pos",1,0.583582200000819
10,"neg",1,0.524585900013335
10,"neg",1,0.590363299997989
10,"pos",1,1.30852769999183
10,"neg",1,0.477359500015154
10,"pos",1,0.522496799996588
10,"pos",1,0.524585700011812
10,"pos",1,0.611644800024806
10,"pos",1,0.436389700014843
10,"neg",1,0.445334300020477
10,"pos",1,0.434530500002438
10,"pos",1,0.835492999991402
10,"pos",1,0.509742900001584
10,"pos",1,0.381876200000988
10,"pos",1,0.665084500011289
10,"pos",1,0.819365499977721
10,"neg",1,0.971235399978468
10,"pos",1,0.599750800000038
10,"pos",1,0.575834100018255
10,"pos",1,0.608802600007039
10,"neg",1,0.884632800007239
10,"neg",1,0.397151700017275
10,"neg",1,0.560215300007258
10,"neg",1,0.557468799990602
10,"neg",1,0.643408200005069
10,"pos",1,0.570597699988866
10,"pos",1,0.512421899999026
10,"pos",1,0.54401979999966
10,"pos",1,0.469504800013965
10,"pos",1,0.659710100007942
10,"pos",1,0.446897399990121
10,"pos",1,1.1128558999917
10,"pos",1,0.557431600027485
10,"pos",1,0.483351799979573
10,"neg",1,1.80571139999665
10,"pos",1,0.713393300015014
10,"neg",1,0.51391809998313
10,"pos",1,0.618419500009622
10,"pos",1,0.881242499977816
10,"pos",1,0.448630800005049
10,"pos",1,0.462518299988005
10,"neg",1,0.543858799996087
10,"neg",1,0.45367429999169
10,"neg",1,0.531472900009248
10,"neg",1,0.629615299985744
10,"pos",1,0.535412800003542
10,"pos",1,0.529405100009171
10,"pos",1,0.504604899993865
10,"pos",1,0.492280400008895
10,"pos",1,0.594634000008227
10,"pos",1,0.437376699992456
10,"pos",1,0.566973000008147
10,"pos",1,0.609785800013924
