"subj_idx","response","rt"
0,1,0.671567600002163
0,1,0.935194400008186
0,1,0.622124200017424
0,1,0.498658000011346
0,1,0.568244300011429
0,1,0.624303200020222
0,1,0.669746800020221
0,1,0.554761800012784
0,1,0.617516200014506
0,1,0.635628600008204
0,1,0.548369700016337
0,1,0.685665500015602
0,1,0.548539900017204
0,1,0.619373800014728
0,1,0.546610300021712
0,0,0.813124100008281
0,1,0.57087270001648
0,0,0.830640000014682
0,0,0.587192200007848
0,1,0.525838900008239
0,1,0.826234500011196
0,1,0.564827700000023
0,1,0.69304430000193
0,1,0.807810300015262
0,1,0.82321130001219
0,1,0.743093900004169
0,1,0.667379000020446
0,1,0.665755500012892
0,1,0.479475300016929
0,1,0.645409900011146
0,1,0.538571400000365
0,1,0.530481200010399
0,1,0.619826400012244
0,1,0.799147100013215
0,1,0.509534400014672
0,1,0.575622500007739
0,1,0.528234800003702
0,1,0.560018900010618
0,1,0.626768300004187
0,1,0.541519000020344
0,1,0.439358400006313
0,1,0.691899400015245
0,1,1.87352520000422
0,1,2.27391610000632
0,1,1.62391560000833
0,1,0.555643600018811
0,1,0.593277300009504
0,1,0.648653600015678
0,1,0.73358770001505
0,1,0.50818370001798
0,1,0.510649100018782
0,1,0.546741300015128
0,1,0.653416200017091
0,1,0.500155800022185
0,1,0.620595900007174
0,1,0.773770100015099
0,1,0.553116500013857
0,1,0.564221400010865
0,1,0.523493600005168
0,1,0.719940500013763
0,1,0.845035100006498
0,1,0.83894830000645
0,1,0.894448100007139
0,1,0.590729400020791
0,1,0.505831800008309
0,1,0.708728300000075
0,1,0.470331300020916
0,1,0.545411200015224
0,1,0.940928900017752
0,1,0.651895800008788
0,1,0.66959640001005
0,1,0.549848100010422
0,1,0.553941999998642
0,1,1.23376840000856
0,1,0.650301700006821
0,1,1.1235113000148
0,1,0.548280500006513
0,1,0.5844505999994
0,1,0.514543400000548
0,1,0.703566400014097
1,1,0.646932599996944
1,1,0.576273999999103
1,1,0.641441699997813
