target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,respFlanker.rt,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,55,,,,1243.560795,None,1242.362711,1243.577466,a,1,0.5495161,沮丧,l,1,0.5206052,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,1,1,20,,,,1246.760457,None,1245.577713,1246.77771,a,1,0.5366909,圣洁,k,1,0.5765087,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,2,2,41,,,,1249.927708,None,1248.744481,1249.944411,a,1,0.4327811,消沉,l,1,0.480447,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,3,3,67,,,,1252.877672,None,1251.694393,1252.894356,s,1,0.3613555,鲁莽,l,1,0.6048574,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,4,4,78,,,,1255.82771,None,1254.64438,1255.844269,s,1,0.5224757,爽朗,k,1,0.5478382,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,5,5,9,,,,1258.861065,None,1257.677728,1258.877771,a,1,0.5073952,争吵,l,1,0.6262245,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,6,6,3,,,,1261.994724,None,1260.81097,1262.011264,s,1,0.3121564,嘲笑,l,1,0.6226429,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,7,7,18,,,,1264.760963,None,1263.578063,1264.777634,a,1,0.3647749,雄厚,k,1,0.5642212,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,8,8,54,,,,1267.627845,None,1266.444173,1267.644195,s,1,0.5194175,生动,k,1,0.5538149,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,9,9,21,,,,1270.611296,None,1269.427904,1270.627739,s,1,0.5075997,黑暗,l,1,0.7066578,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,10,10,40,,,,1273.67771,None,1272.494386,1273.69446,s,1,0.4380017,豪放,k,1,0.5594761,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,11,11,13,,,,1276.67753,None,1275.494352,1276.694462,s,1,0.5030671,别扭,l,1,0.4828233,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,12,12,63,,,,1279.610998,None,1278.427758,1279.627694,a,1,0.4497696,自卑,l,1,0.6319999,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,13,13,35,,,,1282.727945,None,1281.546056,1282.761057,s,1,0.4163139,堵塞,l,1,0.5924306,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,14,14,46,,,,1285.660918,None,1284.477309,1285.67764,s,1,0.5276948,富丽,k,1,0.5176938,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,15,15,69,,,,1288.544382,None,1287.360983,1288.560986,s,1,0.5763785,懒惰,l,1,0.6634704,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,16,16,47,,,,1291.777352,None,1290.5942,1291.794555,a,1,0.5101058,郁闷,l,1,0.5949702,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,17,17,65,,,,1294.827682,None,1293.644501,1294.844268,a,1,0.4499377,穷苦,l,1,0.7024364,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,18,18,44,,,,1297.84425,None,1296.66104,1297.860736,a,1,0.4965525,敬佩,k,1,0.6208992,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,19,19,36,,,,1300.861,None,1299.677692,1300.877658,a,1,0.5811102,永恒,k,1,0.5901717,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,20,20,42,,,,1304.077658,None,1302.894286,1304.094374,a,1,0.4173247,公平,k,1,0.5664901,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,21,21,17,,,,1307.010973,None,1305.827653,1307.027707,a,1,0.4117293,罚款,l,1,0.5640535,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,22,22,79,,,,1309.861031,None,1308.677686,1309.87766,a,1,0.5095097,闷热,l,1,0.4921159,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,23,23,71,,,,1312.894103,None,1311.710987,1312.911146,a,1,0.515112,处罚,l,1,0.4429818,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,24,24,0,,,,1315.694319,None,1314.510939,1315.711012,s,1,0.3909995,典雅,k,1,0.5847378,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,25,25,27,,,,1318.561076,None,1317.377649,1318.577691,s,1,0.3773813,烦恼,l,1,0.5295524,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,26,26,8,,,,1321.344355,None,1320.160887,1321.360925,s,1,0.3729667,吉祥,k,1,0.5705252,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,27,27,51,,,,1324.194296,None,1323.01092,1324.21091,s,1,0.3852217,撒谎,l,1,0.4744523,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,28,28,73,,,,1327.094192,None,1325.911041,1327.110903,a,1,0.3697035,禁止,l,1,0.5911232,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,29,29,25,,,,1329.894248,None,1328.710908,1329.910947,a,1,0.3799204,焦躁,l,1,0.4183308,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,30,30,2,,,,1332.62761,None,1331.444043,1332.644122,a,1,0.3964106,奉献,k,1,0.5879131,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,31,31,38,,,,1335.644232,None,1334.461,1335.660874,s,1,0.5567947,丰满,k,1,0.5596568,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,32,32,53,,,,1338.594215,None,1337.410718,1338.610899,s,1,0.4944223,丢失,l,1,0.4914219,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,33,33,7,,,,1341.610766,None,1340.427031,1341.627576,a,1,0.4760789,忧虑,l,1,0.5375262,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,34,34,76,,,,1344.610841,None,1343.427558,1344.627495,a,1,0.4867772,留恋,k,1,0.7579359,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,35,35,59,,,,1347.911021,None,1346.727478,1347.92709,s,1,0.3705738,浪费,l,1,0.5716954,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,36,36,22,,,,1350.694272,None,1349.510377,1350.71082,s,1,0.5889435,清秀,k,1,0.5870899,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,37,37,31,,,,1353.844197,None,1352.660802,1353.860836,a,1,0.6202322,失意,l,1,0.584153,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,38,38,28,,,,1357.060978,None,1355.877575,1357.07767,a,1,0.4784187,秀丽,k,1,0.688132,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,39,39,43,,,,1360.127611,None,1358.943879,1360.144229,s,1,0.4168568,杂乱,k,0,0.7109162,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,40,40,1,,,,1363.310219,None,1362.126896,1363.326931,a,1,0.4006116,轻率,l,1,0.6454142,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,41,41,74,,,,1366.194126,None,1365.010585,1366.210992,a,1,0.4361498,羡慕,k,1,0.6879674,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,42,42,4,,,,1369.194127,None,1368.010816,1369.210832,a,1,0.5028156,热切,k,1,0.621223,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,43,43,66,,,,1372.377358,None,1371.194283,1372.394243,a,1,0.4290156,顽强,k,1,0.6441769,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,44,44,32,,,,1375.47746,None,1374.294115,1375.49422,s,1,0.4698501,瑰丽,k,1,0.5570806,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,45,45,5,,,,1378.510326,None,1377.32743,1378.526985,s,1,0.5636326,伤心,l,1,0.5602763,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,46,46,60,,,,1381.677317,None,1380.494057,1381.694165,a,1,0.5106283,振作,k,1,0.7116121,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,47,47,49,,,,1384.826736,None,1383.643975,1384.843443,a,1,0.3793202,损害,l,1,0.5952587,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,48,48,19,,,,1387.744065,None,1386.560551,1387.760778,s,1,0.380998,逃避,l,1,0.5721921,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,49,49,61,,,,1390.744041,None,1389.560799,1390.760625,s,1,0.5059857,缺乏,l,1,0.515023,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,50,50,33,,,,1393.760609,None,1392.576907,1393.777323,a,1,0.4559427,冷笑,l,1,0.9859042,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,51,51,77,,,,1397.093965,None,1395.910607,1397.110764,s,1,0.4672913,怀疑,l,1,0.6601967,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,52,52,75,,,,1400.227408,None,1399.044182,1400.244038,s,1,0.3728205,慌忙,l,1,0.5314214,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,53,53,11,,,,1403.177347,None,1401.994011,1403.194159,s,1,0.3525414,排斥,l,1,0.4793701,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,54,54,6,,,,1405.894149,None,1404.710686,1405.910874,s,1,0.4734046,俊秀,k,1,0.5402726,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,55,55,58,,,,1408.910813,None,1407.726819,1408.926704,a,1,0.4021529,珍藏,k,1,0.4661614,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,56,56,24,,,,1411.777764,None,1410.594043,1411.793927,s,1,0.3564329,充裕,k,1,0.4913717,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,57,57,14,,,,1414.560287,None,1413.376773,1414.576986,s,1,0.6360666,正直,k,1,0.5788557,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,58,58,68,,,,1417.810662,None,1416.627569,1417.827385,a,1,0.4814852,前进,k,1,0.4690137,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,59,59,48,,,,1420.660721,None,1419.477524,1420.677522,s,1,0.4334804,旺盛,k,1,0.48799,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,60,60,70,,,,1423.544107,None,1422.360626,1423.560693,s,1,0.5369856,富足,k,1,0.5615808,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,61,61,45,,,,1426.577665,None,1425.39406,1426.594373,s,1,0.5385976,悲观,l,1,0.7632114,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,62,62,72,,,,1429.877022,None,1428.693455,1429.893831,s,1,0.379299,如愿,k,1,0.4778532,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,63,63,23,,,,1432.74389,None,1431.560608,1432.760529,a,1,0.5260524,厌恶,l,1,0.5320064,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,64,64,30,,,,1435.644122,None,1434.461013,1435.660857,s,1,0.4999609,享受,k,1,0.5137001,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,65,65,34,,,,1438.494161,None,1437.310771,1438.510524,a,1,0.4136663,有利,k,1,0.4110763,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,66,66,26,,,,1441.243739,None,1440.060181,1441.260637,a,1,0.4054021,赞成,k,1,0.4247915,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,67,67,12,,,,1444.077358,None,1442.893952,1444.094119,a,1,0.6005819,诚恳,k,1,0.4614967,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,68,68,56,,,,1447.094066,None,1445.910668,1447.110674,s,1,0.3854226,优雅,k,1,0.4343614,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,69,69,15,,,,1449.877358,None,1448.694074,1449.894069,a,1,0.5480089,胡涂,l,1,0.6613196,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,70,70,37,,,,1452.960554,None,1451.777674,1452.977317,s,1,0.4784471,假冒,l,1,0.5973843,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,71,71,62,,,,1456.027379,None,1454.844061,1456.0439,s,1,0.5602212,精致,k,1,0.5821603,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,72,72,16,,,,1459.044251,None,1457.860709,1459.060726,s,1,0.4131001,舒畅,k,1,0.5638599,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,73,73,10,,,,1461.96074,None,1460.777263,1461.977409,a,1,0.397796,鲜艳,k,1,0.4427448,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,74,74,64,,,,1464.794048,None,1463.610536,1464.810842,s,1,0.4535054,卓越,k,1,0.4279718,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,75,75,52,,,,1467.677458,None,1466.494089,1467.693965,a,1,0.5460821,廉洁,k,1,0.4540895,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,76,76,29,,,,1470.660655,None,1469.477324,1470.67732,s,1,0.5761623,落后,l,1,0.4975613,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,77,77,39,,,,1473.577396,None,1472.394045,1473.594119,a,1,0.4988622,心慌,l,1,0.6261985,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,78,78,50,,,,1476.593959,None,1475.410569,1476.610572,a,1,0.4358034,畅销,k,1,0.6010419,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
